permit_number,streetname,Cross Street 1,Cross Street 2,Permit Type,Agent,AgentPhone,Permit Purpose,Approved Date,Status,cnn,permit_zipcode,permit_start_date,permit_end_date,permit_address,24/7 Contact,Inspector,CurbRampWork,X,Y,Latitude,Longitude,Location
20SC-00300,ALVARADO ST,SANCHEZ ST,NOE ST,StorCont,"PODS, Inc",510 504 6731,,05/18/2020,APPROVED,2227000,94114,05/22/2020,05/25/2020,482 ALVARADO ST,925-596-4153,,,6003285.11787,2102768.58907,37.7539878447474,-122.431563697897,POINT (-122.431563697897 37.7539878447474)
19MFF-00061,GROVE ST,BRODERICK ST,BAKER ST,FoodFac,BH & MT LLC,650-676-0048,,07/11/2019,APPROVED,6565000,94117,07/11/2019,07/15/2020,,Refer to Agent,,,6000871.66317,2110692.96329,37.775609128624,-122.440478284704,POINT (-122.440478284704 37.775609128624)
20SSP-00257,CERVANTES BLVD,PRADO ST,AVILA ST,StreetSpace,Santos Construction,415 377 7364,,05/11/2020,APPROVED,3876000,94123,05/11/2020,09/10/2020,148 CERVANTES BLVD,415 377 7364,,,6001251.76794,2121233.57051,37.8045725404784,-122.439919348738,POINT (-122.439919348738 37.8045725404784)
19TC-00502,FILLMORE ST,PINE ST,CALIFORNIA ST,TableChair,HARRY'S BAR,(415)309-5214,"Three (3) tables and seven (7) chairs occupying approximately 115 sq. ft. in the public right-of-way on 2020 FILLMORE ST Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 11:00AM and 11:00PM.",09/12/2019,APPROVED,5552000,94115,09/16/2019,09/15/2020,2020 FILLMORE ST,Refer to Agent,Leah Lintz,,6002964.86851,2115284.21955,37.7883345308716,-122.433565573675,POINT (-122.433565573675 37.7883345308716)
19MFF-00061,16TH ST,SPENCER ST,DOLORES ST,FoodFac,BH & MT LLC,650-676-0048,,07/11/2019,APPROVED,736000,94103,07/11/2019,07/15/2020,,Refer to Agent,,,6005124.37479,2106632.13372,37.7647003049843,-122.425478042615,POINT (-122.425478042615 37.7647003049843)
19D-00204,SAN BRUNO AVE,HWY 101 S OFF RAMP \ HWY 101 S ON RAMP \ SILLIMAN ST,THORNTON AVE,Display,LA LOMA PRODUCE # 10,(415) 467-2949,Display Fruits and Vegetables,07/11/2019,APPROVED,11374000,94134,07/16/2019,07/15/2020,2456 SAN BRUNO AVE,Refer to Agent,Leah Lintz,,6010760.59767,2094230.27085,37.7309643382913,-122.405110396244,POINT (-122.405110396244 37.7309643382913)
19TC-00511,FILLMORE ST,PINE ST,CALIFORNIA ST,TableChair,NOOSH,917-565-7134,"Three (3) tables and twelve (12) chairs occupying approximately 71 sq. ft. in the public right-of-way on 2001 FILLMORE ST Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 7:00AM and 1:00AM.",09/12/2019,APPROVED,5552000,94115,09/16/2019,09/15/2020,2001 FILLMORE ST,917-565-7134,Leah Lintz,,6002891.61275,2115195.50385,37.7880867834956,-122.433812682967,POINT (-122.433812682967 37.7880867834956)
20SSP-00259,CAROLINA ST,20TH ST \ JACK BALESTRERI WAY,SOUTHERN HEIGHTS AVE,StreetSpace,Eastwood Development,415 341 0473,,05/11/2020,APPROVED,3712000,94107,05/11/2020,11/10/2020,811 CAROLINA ST,415 341 0473,Eric Walker,,6012485.0519,2104218.52121,37.7584861961833,-122.399849740293,POINT (-122.399849740293 37.7584861961833)
18WR-0004,FILLMORE ST,OFARRELL ST,GEARY BLVD,Wireless,AT&T Mobility,650-991-4094,,06/06/2018,ACTIVE,5546000,94115,06/06/2018,03/31/2029,1561 FILLMORE ST,Refer to Agent,Enyinnaya Nwamu,,6003092.72956,2113670.52516,37.7839109884647,-122.433007859508,POINT (-122.433007859508 37.7839109884647)
19EXC-06989,16TH AVE,CABRILLO ST,FULTON ST,Excavation,"Precision Engineering, Inc.",415-802-8666,As Needed Main Sewer Replacement No 7 Work Order 5,03/23/2020,APPROVED,676000,94118,03/26/2020,11/17/2020,,415-760-8718,,,5990993.85273,2110293.111,37.7739438396804,-122.47461851115,POINT (-122.47461851115 37.7739438396804)
20SSP-00260,CAPP ST,22ND ST,23RD ST,StreetSpace,Eastwood Development,415 341 0473,,05/11/2020,APPROVED,3679000,94110,05/11/2020,11/10/2020,792 CAPP ST,415 341 0473,Obrian Buchanan,,6007309.07406,2102730.05109,37.7541092832455,-122.41764513374,POINT (-122.41764513374 37.7541092832455)
20EXC-01823,EVANS AVE,RANKIN ST,SELBY ST,Excavation,Pacific Bell Telephone Company,916 747-2400,"A01TGKX, 1801 EVANS ST",05/04/2020,ACTIVE,5337000,94124,05/18/2020,06/15/2020,,JUDY JONES - (415) 310-1880,Rich Rozzi,,6014416.39144,2099439.98811,37.7454728422407,-122.392835944965,POINT (-122.392835944965 37.7454728422407)
19EXC-06989,16TH AVE,CABRILLO ST,,Excavation,"Precision Engineering, Inc.",415-802-8666,As Needed Main Sewer Replacement No 7 Work Order 5,03/23/2020,APPROVED,27454000,,03/26/2020,11/17/2020,,415-760-8718,,true,5990981.48374,2110633.0707,37.774876559548,-122.474686114256,POINT (-122.474686114256 37.774876559548)
20SSP-00265,LAKE ST,11TH AVE,12TH AVE,StreetSpace,YK Scaffold Co.,415.806.0057,,05/11/2020,APPROVED,8019000,94118,06/08/2020,07/08/2020,1040 LAKE ST,415-467-1788,,,5992204.03983,2114850.00163,37.7865258630602,-122.470764303392,POINT (-122.470764303392 37.7865258630602)
20TC-00120,CALIFORNIA ST,BATTERY ST,SANSOME ST,TableChair,Café Madeleine,(415) 291-9033,12 Chairs & 6 Tables,03/04/2020,APPROVED,3527000,94104,03/16/2020,03/15/2021,300 CALIFORNIA ST,Refer to Agent,,,6012603.31289,2116891.39895,37.7932896175591,-122.400330843792,POINT (-122.400330843792 37.7932896175591)
20EXC-01778,ANZA ST,26TH AVE,27TH AVE,Excavation,Pacific Gas & Electric,(925) 588-3241,600 32nd Ave via 27th/Anza,05/04/2020,APPROVED,2344000,94121,06/01/2020,06/29/2020,,415-695-3500,Teresa McNamara,,5987678.60677,2111874.40732,37.7780929833982,-122.486202461781,POINT (-122.486202461781 37.7780929833982)
17WR-0086,MISSION ST,ANTHONY ST,02ND ST,Wireless,"MODUS, INC",510-206-1674,,10/23/2017,APPROVED,9091000,94105,10/23/2017,07/31/2028,71 02ND ST,Refer to Agent (925) 549-9671,,,6012668.39635,2115101.24715,37.788377911736,-122.399979878493,POINT (-122.399979878493 37.788377911736)
19MFF-00051,COLUMBIA SQUARE ST,FOLSOM ST,HARRISON ST,FoodFac,Paradise Catering,(415) 602-5811,,07/08/2019,APPROVED,4285000,94103,07/08/2019,07/15/2020,,(415) 602-5811,,,6010942.96276,2111079.33673,37.777238342905,-122.405666237799,POINT (-122.405666237799 37.777238342905)
20TOC-03042,HARLOW ST,16TH ST,END,TempOccup,DPW-BSES,415-641-2626,,04/17/2020,APPROVED,6689000,94114,04/17/2020,07/31/2020,3417 16TH ST,415-695-2134,,,6003950.00598,2106515.89818,37.7643147271607,-122.429531584387,POINT (-122.429531584387 37.7643147271607)
20TC-00099,CASTRO ST,18TH ST,19TH ST,TableChair,Philz Coffee - Castro St,415-834-5933 x126,"2 tables, 2 chairs, and 1 benchM-Su 6am to 9pm",03/23/2020,APPROVED,3791000,94114,02/16/2020,02/15/2021,549 CASTRO ST,Refer to Agent,,,6002411.66227,2105016.18891,37.7601096683792,-122.434745024895,POINT (-122.434745024895 37.7601096683792)
20TOC-03476,THOMAS AVE,HAWES ST,INGALLS ST,TempOccup,Champion Cleaning Specialists Inc.,513-379-7456,,05/11/2020,APPROVED,12570000,94124,05/28/2020,05/29/2020,,650-347-6300,,,6016617.29128,2092559.35099,37.7267019935101,-122.384746279441,POINT (-122.384746279441 37.7267019935101)
20SSP-00253,MINNA ST,NEW MONTGOMERY ST,03RD ST,StreetSpace,SKYLINE CAPITAL BUILDERS LLC,925-808-8611,,05/11/2020,APPROVED,9041000,94105,05/18/2020,07/18/2020,667 MISSION ST,925-808-8611,,,6012270.37951,2114509.76058,37.7867316299939,-122.401315378613,POINT (-122.401315378613 37.7867316299939)
20EXC-01714,SILVER AVE,MADISON ST,GAMBIER ST,Excavation,Hernandez Engineering,4156065694,WD-2819.35 AS NEEDED WATER MAIN REPLACEMENT PROJECTTASK ORDER WD-2819.35 CATHODIC PROTECTION OF 44in STEEL PIPE AT MULTIPLE LOCATIONS,04/24/2020,ACTIVE,11902000,94134,05/04/2020,06/05/2020,,Mike Hilz 415-606-5694,JonJo Diase,,6005513.19891,2093546.13889,37.7287911171572,-122.423202940419,POINT (-122.423202940419 37.7287911171572)
16WR-0420,GREENWICH ST,GOUGH ST,OCTAVIA ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,03/01/2017,APPROVED,6514000,94123,03/01/2017,12/31/2027,1727 GREENWICH ST,"Matt Yergovich, 1-415-596-3474",,,6004611.25794,2119428.73685,37.7998075973144,-122.428164813564,POINT (-122.428164813564 37.7998075973144)
20TC-00172,CALIFORNIA ST,BATTERY ST,SANSOME ST,TableChair,"Amazon Retail, LLC dba Amazon Go",425-677-1104,"One (1) Table and Four (4) Chairs occupying approximately 68 sq. ft. in the public right-of-way at 300 California Street Monday, Tuesday, Wednesday, Thursday, and Friday between the hours of 7:00 AM and 9:00 PM.",03/23/2020,APPROVED,3527000,94104,03/23/2020,03/15/2021,300 CALIFORNIA ST,Refer to Agent,Muhammad Yasir,,6012603.31289,2116891.39895,37.7932896175591,-122.400330843792,POINT (-122.400330843792 37.7932896175591)
20SSP-00103,15TH ST,MINNA ST,MISSION ST,StreetSpace,ANGOTTI & REILLY INC.,415 375 3700,,05/12/2020,APPROVED,650000,94103,05/04/2020,07/04/2020,1575 15TH ST,415 375 3700,,,6007005.99396,2107167.61866,37.766276754682,-122.419007986847,POINT (-122.419007986847 37.766276754682)
20TC-00100,DOUGLASS ST,ELIZABETH ST,24TH ST,TableChair,Philz Coffee - Noe Location,415-272-4770,1 BenchM-F 6AM to 7:30PMSa-Su 6:30AM to 7:30PM,03/23/2020,APPROVED,4954000,94114,02/16/2020,02/15/2021,4298 24TH ST,Refer to Agent,,,6001323.71792,2101772.85189,37.7511424229761,-122.43827534222,POINT (-122.43827534222 37.7511424229761)
20EXC-00508,EMERSON ST,GEARY BLVD,,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,26900000,,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,5998731.87927,2113240.73908,37.7824825878145,-122.448063774133,POINT (-122.448063774133 37.7824825878145)
19MFF-00082,MARKET ST,04TH ST \ ELLIS ST \ STOCKTON ST,POWELL ST,FoodFac,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",(415) 861-0778,,07/15/2019,APPROVED,8747202,94102,07/15/2019,07/15/2020,870 MARKET ST,Catherine Schoop: (415) 861-0778,,,6010596.81716,2113875.43169,37.7848964001545,-122.407060806708,POINT (-122.407060806708 37.7848964001545)
20EXC-01574,POST ST,FRANKLIN ST \ PETER YORKE WAY,GOUGH ST,Excavation,CableCom,650-520-7091,1362 Post St.,05/18/2020,APPROVED,10642000,94109,05/25/2020,06/22/2020,1362 POST ST,650-544-4467,Marc Anthony Bura,,6005535.45819,2114503.44224,37.7863362254645,-122.424616180578,POINT (-122.424616180578 37.7863362254645)
19EXC-02923,CRESPI DR,19TH AVE,GONZALEZ DR \ SERRANO DR,Excavation,Ghilotti Bros. Construction,415-760-0025,SF-1 19th Ave/Park Presidio Blvd. Rehabilitate Roadway & Replace Signals Project (04-4k1104),07/26/2019,ACTIVE,4504101,94132,06/17/2019,06/19/2020,,415-454-7011,Marc Anthony Bura,,5990339.54089,2090733.72327,37.7202009314028,-122.475453470908,POINT (-122.475453470908 37.7202009314028)
17WR-0234,CARL ST,CLAYTON ST,COLE ST,Wireless,Verizon Wireless,415-806-2323,,12/20/2018,APPROVED,3694000,94117,,09/30/2029,84 CARL ST,Refer to Agent,,,5998124.76271,2107239.14936,37.7659690452484,-122.449731493193,POINT (-122.449731493193 37.7659690452484)
19EXC-05924,OFARRELL ST,SAINT JOSEPHS AVE,,Excavation,Pacific Gas & Electric,925-968-8248,Anza Vista,01/24/2020,APPROVED,26812000,,02/22/2020,06/22/2020,,415-264-6935,,,6000576.88004,2113111.83093,37.7822339329909,-122.441671638456,POINT (-122.441671638456 37.7822339329909)
20SSP-00022,BAY SHORE BLVD,COSTA ST,FAITH ST,StreetSpace,DPW-BSES,415-641-2626,,03/30/2020,APPROVED,2799206,94124,03/31/2020,07/31/2020,245 BAY SHORE BLVD,415-695-2134,,,6011088.33324,2098958.05699,37.7439641497586,-122.404309991335,POINT (-122.404309991335 37.7439641497586)
19EXC-02923,CABRILLO ST,PARK PRESIDIO BLVD,,Excavation,Ghilotti Bros. Construction,415-760-0025,SF-1 19th Ave/Park Presidio Blvd. Rehabilitate Roadway & Replace Signals Project (04-4k1104),07/26/2019,ACTIVE,27446000,,06/17/2019,06/19/2020,,415-454-7011,Marc Anthony Bura,,5991786.05074,2110662.27081,37.7750033226486,-122.47190510278,POINT (-122.47190510278 37.7750033226486)
20EXC-01824,BUSH ST,TAYLOR ST,,Excavation,Pacific Gas & Electric,(925) 588-3241,Taylor and Bush St,05/07/2020,APPROVED,24957000,,05/27/2020,06/24/2020,,415-695-3500,Rich Rozzi,,6009183.88278,2115668.25578,37.7897398931383,-122.412075867497,POINT (-122.412075867497 37.7897398931383)
16WR-0192,FRONT ST,HALLECK ST,SACRAMENTO ST,Wireless,AT&T Mobility,505-715-2504,,01/18/2017,APPROVED,5870000,94111,01/18/2017,10/31/2027,301 SACRAMENTO ST,Refer to Agent (925) 549-9671,,,6012931.38664,2117189.59993,37.794126695754,-122.399216621167,POINT (-122.399216621167 37.794126695754)
20TOC-03440,SAN BRUNO AVE,BURROWS ST,BACON ST,TempOccup,Champion Cleaning Specialists Inc.,513-379-7456,,05/07/2020,APPROVED,11377000,94134,05/27/2020,05/28/2020,,650-347-6300,,,6011105.87162,2093229.07118,37.7282345492582,-122.40384629476,POINT (-122.40384629476 37.7282345492582)
20N-00146,08TH ST,HARRISON ST,,NightNoise,Pacific Gas & Electric,(925) 588-3241,Renewal of 20N-00146 to complete restoration.Trenching to repair collapsed conduit,05/07/2020,APPROVED,24201000,,05/11/2020,06/01/2020,,415-695-3500,,,6010093.59105,2109829.73196,37.773759686483,-122.408516331061,POINT (-122.408516331061 37.773759686483)
20EXC-01439,17TH ST,UTAH ST,POTRERO AVE,Excavation,CableCom,650-520-7091,401 Potrero Ave.,04/06/2020,APPROVED,785000,94110,05/04/2020,06/01/2020,401 POTRERO AVE,650-544-4467,,,6010406.76373,2106375.22162,37.7642919271604,-122.407189451754,POINT (-122.407189451754 37.7642919271604)
17WR-0291,17TH ST,BELVEDERE ST,COLE ST,Wireless,Verizon Wireless,415-806-2323,,03/22/2019,APPROVED,823000,94117,,12/31/2029,4731 17TH ST,Refer to Agent,,,5998473.33812,2105629.39109,37.7615689909721,-122.448409910741,POINT (-122.448409910741 37.7615689909721)
20SSP-00226,LOS PALMOS DR,BELLA VISTA WAY,LULU ALY,StreetSpace,Joshua Chavez,408-294-4663,,05/07/2020,APPROVED,8496000,94127,05/11/2020,07/11/2020,479 LOS PALMOS DR,408-294-4663,,,5997126.28275,2095765.63326,37.7344084387369,-122.452357004883,POINT (-122.452357004883 37.7344084387369)
20EXC-01145,LAWTON ST,48TH AVE,GREAT HWY \ LA PLAYA,Excavation,LC General Engineering & Construction,415-307-2765,SIRP 145 La Playa/Noriega,03/06/2020,ACTIVE,8229000,94122,03/09/2020,10/31/2020,,(415) 307-2765,Nick Haase,,5981110.01969,2104177.67861,37.7565749804203,-122.508353694113,POINT (-122.508353694113 37.7565749804203)
20SSP-00127,CHURCH ST,30TH ST,RANDALL ST,StreetSpace,"Essex General Contractors, Inc.",(415) 531-7754,,05/22/2020,APPROVED,4039000,94131,05/25/2020,07/24/2020,1884 CHURCH ST,415 531 7754,,,6004568.33633,2097709.62587,37.7401697482585,-122.426765773943,POINT (-122.426765773943 37.7401697482585)
20SSP-00057,EDDY ST,HYDE ST,LARKIN ST,StreetSpace,PG&E - Electricity,415-973-5885,,04/16/2020,APPROVED,5063000,94109,04/20/2020,10/20/2020,,415 973 5885,Mario Novoa,,6007799.14189,2113392.43587,37.7834132542941,-122.4167056573,POINT (-122.4167056573 37.7834132542941)
15WR-0584,BRYANT ST,08TH ST,CONVERSE ST,Wireless,Verizon Wireless,4082195442,,01/12/2016,APPROVED,3297000,94103,01/12/2016,10/31/2026,1011 BRYANT ST,Refer to Agent Kevin Bowyer 408-219-5442,,,6010527.99052,2109085.73392,37.7717411579413,-122.406961217948,POINT (-122.406961217948 37.7717411579413)
20EXC-01890,DORE ST,HOWARD ST,,Excavation,CableCom,650-520-7091,1375 Howard St.,05/14/2020,ACTIVE,24247000,94103,05/19/2020,06/16/2020,1375 HOWARD ST,650-544-4467,Rich Rozzi,,6008521.69532,2110006.87053,37.7741579106025,-122.413966318934,POINT (-122.413966318934 37.7741579106025)
19EXC-02923,PARK PRESIDIO BLVD,CALIFORNIA ST,CLEMENT ST,Excavation,Ghilotti Bros. Construction,415-760-0025,SF-1 19th Ave/Park Presidio Blvd. Rehabilitate Roadway & Replace Signals Project (04-4k1104),07/26/2019,ACTIVE,10266201,94118,06/17/2019,06/19/2020,,415-454-7011,Marc Anthony Bura,,5991653.35048,2113763.7301,37.7835114007653,-122.472590306899,POINT (-122.472590306899 37.7835114007653)
17WR-0327,MISSION BAY BLVD SOUTH,03RD ST \ MISSION BAY BLVD,04TH ST \ MISSION BAY BLVD,Wireless,Verizon Wireless,415-989-1102,,12/28/2017,APPROVED,15019101,94158,12/28/2017,09/30/2028,555 MISSION BAY BLVD,Refer to Agent,,,,,,,
20SC-00286,COLE ST,BEULAH ST,FREDERICK ST,StorCont,"PODS, Inc",510 504 6731,,05/14/2020,APPROVED,4241000,94117,05/21/2020,05/23/2020,775 COLE ST,925-596-4153,,,5997940.18565,2107660.68362,37.7671159093115,-122.450400294863,POINT (-122.450400294863 37.7671159093115)
20SSP-00205,NORTH POINT ST,BUCHANAN ST,WEBSTER ST,StreetSpace,"Terence McMahon Construction, Inc.",415-385-3304,,05/06/2020,ACTIVE,9699000,94123,05/11/2020,07/10/2020,1639 NORTH POINT ST,415-385-3304,George Shami,,6002899.90506,2120926.48878,37.8038230559694,-122.434193855619,POINT (-122.434193855619 37.8038230559694)
20SSP-00150,PAGE ST,STEINER ST,PIERCE ST,StreetSpace,Sandbank Construction,415-595-8611,,05/04/2020,APPROVED,10176000,94117,05/11/2020,09/10/2020,748 PAGE ST,Refer to Agent,,,6002985.20508,2109639.06057,37.7728354930258,-122.433091716631,POINT (-122.433091716631 37.7728354930258)
20SSP-00151,GRATTAN ST,BELVEDERE ST,COLE ST,StreetSpace,"AJO Group Build, Inc.",415 758 2085,,05/04/2020,APPROVED,6423000,94117,05/11/2020,06/10/2020,45 GRATTAN ST,415 758 2085,,,5998326.93815,2106514.76038,37.763991621009,-122.448980026216,POINT (-122.448980026216 37.763991621009)
20EXC-01145,MORAGA ST,48TH AVE,GREAT HWY,Excavation,LC General Engineering & Construction,415-307-2765,SIRP 145 La Playa/Noriega,03/06/2020,ACTIVE,9374000,94122,03/09/2020,10/31/2020,,(415) 307-2765,Nick Haase,,5981146.69412,2103499.12264,37.7547140203063,-122.508176500243,POINT (-122.508176500243 37.7547140203063)
19TC-00403,WEST PORTAL AVE,ULLOA ST,VICENTE ST,TableChair,Calibur Inc,415-742-4931,,07/15/2019,APPROVED,13577101,94127,07/16/2019,07/15/2020,68 WEST PORTAL AVE,Refer to Agent,,,5993003.33855,2097959.00518,37.7401938233419,-122.466770641004,POINT (-122.466770641004 37.7401938233419)
20EXC-01145,GREAT HWY,ORTEGA ST,PACHECO ST,Excavation,LC General Engineering & Construction,415-307-2765,SIRP 145 La Playa/Noriega,03/06/2020,ACTIVE,8515000,94116,03/09/2020,10/31/2020,,(415) 307-2765,Nick Haase,,5981142.6636,2101796.75183,37.7500395548855,-122.508064097948,POINT (-122.508064097948 37.7500395548855)
19MFF-00058,MARINA BLVD,LAGUNA ST,BEACH ST \ BUCHANAN ST \ LOWER FORT MASON ST,FoodFac,Philz Coffee Truck,(415) 244-1134,,07/11/2019,APPROVED,8701000,94123,07/11/2019,07/15/2020,,Refer to Agent,,,6003270.6705,2121387.05076,37.8051086746214,-122.432943724753,POINT (-122.432943724753 37.8051086746214)
20EXC-01145,LAWTON ST,47TH AVE,48TH AVE,Excavation,LC General Engineering & Construction,415-307-2765,SIRP 145 La Playa/Noriega,03/06/2020,ACTIVE,8228000,94122,03/09/2020,10/31/2020,,(415) 307-2765,Nick Haase,,5981423.40593,2104188.18645,37.7566222956434,-122.507270690792,POINT (-122.507270690792 37.7566222956434)
20EXC-01145,47TH AVE,ORTEGA ST,PACHECO ST,Excavation,LC General Engineering & Construction,415-307-2765,SIRP 145 La Playa/Noriega,03/06/2020,ACTIVE,2050000,94116,03/09/2020,10/31/2020,,(415) 307-2765,Nick Haase,,5981658.08126,2101814.85775,37.7501196257391,-122.506283129127,POINT (-122.506283129127 37.7501196257391)
20D-00014,BALBOA ST,37TH AVE,38TH AVE,Display,BALBOA PRODUCE,415-424-2377,"Permitted display of FRUITS AND VEGETABLES in the public right-of-way on 3635 BALBOA ST between the hours of 8:00 AM and 8:00 PM Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday.",01/09/2020,APPROVED,2682000,94121,01/16/2020,01/15/2021,3635 BALBOA ST,Refer to Agent,,,5984263.28362,2111019.54523,37.775546133344,-122.497953968529,POINT (-122.497953968529 37.775546133344)
18WR-0299,PIERCE ST,VALLEJO ST,GREEN ST,Wireless,"GTE Mobilnet of California, Limited Partnership",415-989-1102,,07/11/2019,APPROVED,10440000,94123,07/11/2019,04/30/2030,2700 PIERCE ST,Refer to Agent,,,6001652.38492,2117738.75795,37.7949995021938,-122.438282456708,POINT (-122.438282456708 37.7949995021938)
20TOC-02811,05TH ST,BRYANT ST \ I-80 E ON RAMP,WELSH ST,TempOccup,DPW-BSES,415-641-2626,,04/06/2020,APPROVED,304000,94107,04/08/2020,07/31/2020,525 05TH ST,415-695-2134,,,6012640.50041,2111220.60366,37.7777210089368,-122.399803795565,POINT (-122.399803795565 37.7777210089368)
20SSP-00074,KING ST,07TH ST,DIVISION ST,StreetSpace,BCCI Construction,530-219-8903,,04/17/2020,APPROVED,7837000,94103,04/20/2020,07/20/2020,601 TOWNSEND ST,530-219-8903,Eric Walker,,6012052.14463,2109052.57552,37.7717352827148,-122.40168670814,POINT (-122.40168670814 37.7717352827148)
20S-00112,DE HARO ST,DIVISION ST,BERRY ST,SideSewer,"A & B Construction, Inc.",510 999 6000,INSTALLATION OF SANITARY SEWER LINES,05/07/2020,APPROVED,4626000,94103,05/11/2020,05/29/2020,1 DE HARO ST,5109996000,,,6011982.3075,2108302.20957,37.7696710507367,-122.401875524959,POINT (-122.401875524959 37.7696710507367)
19MFF-00061,PRESIDIO AVE,POST ST,GEARY BLVD,FoodFac,BH & MT LLC,650-676-0048,,07/11/2019,APPROVED,10770000,94115,07/11/2019,07/15/2020,,Refer to Agent,,,5999353.23053,2113415.74281,37.7829986017273,-122.445926767904,POINT (-122.445926767904 37.7829986017273)
20TC-00148,HAYES ST,GOUGH ST,OCTAVIA ST,TableChair,Papito West,805-300-8075,OUTDOOR RESTAURANT SEATING,03/06/2020,APPROVED,6816000,94102,03/16/2020,03/15/2021,425 HAYES ST,Jocelyn Bulow: 415-902-8177,Leah Lintz,,6005808.34183,2110988.57033,37.7767006565059,-122.423422104533,POINT (-122.423422104533 37.7767006565059)
20S-00112,BERRY ST,07TH ST,DE HARO ST,SideSewer,"A & B Construction, Inc.",510 999 6000,INSTALLATION OF SANITARY SEWER LINES,05/07/2020,APPROVED,2957000,94103,05/11/2020,05/29/2020,1 DE HARO ST,5109996000,,,6011982.3075,2108302.20957,37.7696710507367,-122.401875524959,POINT (-122.401875524959 37.7696710507367)
